ID,config,goal,goal_optimal,goal_type,total_moves,moveIDs
47326,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'blue', 'white', 'red', 'red', 'red', 'blue', 'green', 'white', 'white', 'white', 'blue', 'blue', 'white', 'white', 'green', 'green', 'green', 'blue', 'red', 'blue', 'green', 'green', 'red', 'green', 'red', 'red', 'blue', 'green', 'blue', 'blue', 'green']","cover blue all",6,"cover",10,"[(79, 78), (77, 90), (91, 72), (64, 91), (74, 73), (62, 64), (75, 76), (80, 70), (102, 89), (98, 85)]",1
47326,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'blue', 'white', 'red', 'red', 'red', 'blue', 'green', 'white', 'white', 'white', 'blue', 'blue', 'white', 'white', 'green', 'green', 'green', 'blue', 'red', 'blue', 'green', 'green', 'red', 'green', 'red', 'red', 'blue', 'green', 'blue', 'blue', 'green']","clear nocolor C1",3,"clear",3,"[(103, 63), (102, 78), (104, 70)]",1
47326,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'blue', 'white', 'red', 'red', 'red', 'blue', 'green', 'white', 'white', 'white', 'blue', 'blue', 'white', 'white', 'green', 'green', 'green', 'blue', 'red', 'blue', 'green', 'green', 'red', 'green', 'red', 'red', 'blue', 'green', 'blue', 'blue', 'green']","move blue A2",9,"move",10,"[(96, 76), (75, 90), (88, 75), (64, 57), (106, 58), (82, 40), (103, 22), (69, 82), (87, 4), (105, 59)]",1
47326,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'blue', 'white', 'red', 'red', 'red', 'blue', 'green', 'white', 'white', 'white', 'blue', 'blue', 'white', 'white', 'green', 'green', 'green', 'blue', 'red', 'blue', 'green', 'green', 'red', 'green', 'red', 'red', 'blue', 'green', 'blue', 'blue', 'green']","clear nocolor A2",5,"clear",5,"[(77, 61), (75, 63), (95, 78), (94, 86), (93, 73)]",1
47326,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'blue', 'white', 'red', 'red', 'red', 'blue', 'green', 'white', 'white', 'white', 'blue', 'blue', 'white', 'white', 'green', 'green', 'green', 'blue', 'red', 'blue', 'green', 'green', 'red', 'green', 'red', 'red', 'blue', 'green', 'blue', 'blue', 'green']","fill nocolor B1",12,"fill",13,"[(64, 78), (82, 60), (83, 61), (88, 42), (69, 43), (87, 24), (104, 44), (103, 6), (102, 25), (81, 82), (82, 7), (75, 26), (100, 8)]",1
47326,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'blue', 'white', 'red', 'red', 'red', 'blue', 'green', 'white', 'white', 'white', 'blue', 'blue', 'white', 'white', 'green', 'green', 'green', 'blue', 'red', 'blue', 'green', 'green', 'red', 'green', 'red', 'red', 'blue', 'green', 'blue', 'blue', 'green']","fill nocolor A1",15,"fill",15,"[(77, 90), (64, 72), (83, 73), (82, 54), (100, 55), (62, 56), (103, 36), (104, 37), (81, 38), (79, 20), (107, 19), (80, 2), (88, 18), (96, 0), (98, 1)]",1
47326,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'blue', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'red', 'green', 'white', 'blue', 'white', 'red', 'red', 'red', 'blue', 'green', 'white', 'white', 'white', 'blue', 'blue', 'white', 'white', 'green', 'green', 'green', 'blue', 'red', 'blue', 'green', 'green', 'red', 'green', 'red', 'red', 'blue', 'green', 'blue', 'blue', 'green']","uncover red all",4,"uncover",4,"[(62, 78), (83, 86), (81, 46), (77, 90)]",1
37887,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'green', 'blue', 'red', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'blue', 'green', 'blue', 'red', 'green', 'red', 'green', 'red', 'green', 'green', 'blue', 'white', 'green', 'white', 'green', 'blue', 'red', 'blue', 'green', 'red', 'blue']","uncover red all",5,"uncover",15,"[(54, 55), (97, 63), (74, 77), (77, 42), (42, 77), (77, 76), (76, 98), (98, 100), (68, 71), (71, 68), (68, 82), (63, 98), (88, 71), 'pass', (72, 37)]",1
37887,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'green', 'blue', 'red', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'blue', 'green', 'blue', 'red', 'green', 'red', 'green', 'red', 'green', 'green', 'blue', 'white', 'green', 'white', 'green', 'blue', 'red', 'blue', 'green', 'red', 'blue']","cover blue all",6,"cover",11,"[(75, 36), 'pass', (73, 56), (95, 42), (42, 79), (94, 38), (68, 63), (87, 42), (105, 24), (101, 6), (38, 71)]",1
37887,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'green', 'blue', 'red', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'blue', 'green', 'blue', 'red', 'green', 'red', 'green', 'red', 'green', 'green', 'blue', 'white', 'green', 'white', 'green', 'blue', 'red', 'blue', 'green', 'red', 'blue']","clear nocolor A",11,"clear",18,"[(95, 98), (68, 100), (94, 71), (75, 36), (36, 53), 'pass', (93, 35), (54, 17), (74, 70), (60, 95), (95, 52), (81, 34), (92, 16), (78, 69), (73, 51), (91, 33), (72, 15), (90, 68)]",1
37887,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'green', 'blue', 'red', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'blue', 'green', 'blue', 'red', 'green', 'red', 'green', 'red', 'green', 'green', 'blue', 'white', 'green', 'white', 'green', 'blue', 'red', 'blue', 'green', 'red', 'blue']","move red C",8,"move",11,"[(75, 85), (74, 69), (60, 71), (78, 53), (94, 70), (93, 52), (92, 35), (73, 34), (54, 100), (72, 51), (90, 17)]",1
37887,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'green', 'blue', 'red', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'blue', 'green', 'blue', 'red', 'green', 'red', 'green', 'red', 'green', 'green', 'blue', 'white', 'green', 'white', 'green', 'blue', 'red', 'blue', 'green', 'red', 'blue']","fill nocolor A2",14,"fill",15,"[(74, 77), (73, 59), (92, 41), (91, 23), (54, 5), (72, 76), (90, 58), (75, 40), (60, 22), (78, 75), (97, 4), (96, 57), (81, 39), (99, 21), (101, 3)]",1
37887,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'green', 'blue', 'red', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'blue', 'green', 'blue', 'red', 'green', 'red', 'green', 'red', 'green', 'green', 'blue', 'white', 'green', 'white', 'green', 'blue', 'red', 'blue', 'green', 'red', 'blue']","cover red all",5,"cover",9,"[(95, 76), (54, 79), (79, 54), (81, 57), (97, 42), (87, 50), (50, 66), (89, 50), (50, 85)]",1
37887,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'green', 'blue', 'red', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'blue', 'green', 'blue', 'red', 'green', 'red', 'green', 'red', 'green', 'green', 'blue', 'white', 'green', 'white', 'green', 'blue', 'red', 'blue', 'green', 'red', 'blue']","uncover blue all",5,"uncover",15,"[(60, 77), (97, 76), (84, 83), (78, 59), (68, 70), (96, 57), (86, 52), (104, 71), (71, 104), (81, 58), (58, 81), (83, 86), (86, 83), (52, 65), (89, 52)]",1
37887,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'green', 'blue', 'red', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'blue', 'green', 'blue', 'red', 'green', 'red', 'green', 'red', 'green', 'green', 'blue', 'white', 'green', 'white', 'green', 'blue', 'red', 'blue', 'green', 'red', 'blue']","move red A1",9,"move",17,"[(75, 36), (73, 18), (94, 73), (93, 55), (60, 37), (78, 19), (84, 0), (102, 1), (103, 56), (68, 38), (86, 20), (104, 2), (2, 104), (88, 2), (2, 93), (81, 94), (106, 2)]",1
37887,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'green', 'blue', 'red', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'blue', 'green', 'blue', 'red', 'green', 'red', 'green', 'red', 'green', 'green', 'blue', 'white', 'green', 'white', 'green', 'blue', 'red', 'blue', 'green', 'red', 'blue']","clear nocolor B",7,"clear",7,"[(81, 71), (101, 69), (99, 70), (97, 77), (60, 59), (78, 57), (96, 76)]",1
37887,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'blue', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'green', 'white', 'white', 'white', 'red', 'green', 'blue', 'red', 'white', 'white', 'blue', 'white', 'white', 'blue', 'white', 'white', 'red', 'white', 'red', 'blue', 'green', 'blue', 'red', 'green', 'red', 'green', 'red', 'green', 'green', 'blue', 'white', 'green', 'white', 'green', 'blue', 'red', 'blue', 'green', 'red', 'blue']","fill nocolor C1",12,"fill",13,"[(60, 85), (78, 67), (81, 66), (97, 50), (96, 49), (99, 31), (101, 32), (95, 57), (57, 14), (94, 13), (75, 48), (93, 30), (74, 12)]",1
64140,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'green', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'green', 'white', 'red', 'white', 'white', 'green', 'green', 'red', 'white', 'blue', 'red', 'green', 'blue', 'blue', 'red', 'blue', 'blue', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'green', 'red', 'green', 'blue', 'blue', 'blue']","cover green all",7,"cover",19,"[(92, 57), (91, 39), (97, 60), 'pass', (62, 81), (80, 63), (63, 80), (81, 62), (85, 48), (103, 30), (69, 71), (87, 53), (90, 81), 'pass', (53, 65), (71, 47), (47, 71), 'pass', (88, 86)]",1
64140,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'green', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'green', 'white', 'red', 'white', 'white', 'green', 'green', 'red', 'white', 'blue', 'red', 'green', 'blue', 'blue', 'red', 'blue', 'blue', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'green', 'red', 'green', 'blue', 'blue', 'blue']","uncover blue all",6,"uncover",13,"[(75, 100), 'pass', (76, 44), 'pass', (69, 67), 'pass', (88, 65), (78, 82), (89, 64), (97, 88), (88, 97), 'pass', (87, 48)]",1
64140,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'green', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'green', 'white', 'red', 'white', 'white', 'green', 'green', 'red', 'white', 'blue', 'red', 'green', 'blue', 'blue', 'red', 'blue', 'blue', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'green', 'red', 'green', 'blue', 'blue', 'blue']","uncover red all",4,"uncover",7,"[(78, 72), 'pass', (83, 100), (75, 73), (62, 79), 'pass', (85, 86)]",1
64140,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'green', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'green', 'white', 'red', 'white', 'white', 'green', 'green', 'red', 'white', 'blue', 'red', 'green', 'blue', 'blue', 'red', 'blue', 'blue', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'green', 'red', 'green', 'blue', 'blue', 'blue']","move blue A2",10,"move",17,"[(90, 57), (91, 77), (97, 58), (92, 44), (69, 70), (78, 81), (87, 59), (96, 67), (105, 39), (104, 65), (70, 105), 'pass', (88, 87), (106, 69), (69, 40), (89, 63), (107, 41)]",1
64140,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'green', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'green', 'white', 'red', 'white', 'white', 'green', 'green', 'red', 'white', 'blue', 'red', 'green', 'blue', 'blue', 'red', 'blue', 'blue', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'green', 'red', 'green', 'blue', 'blue', 'blue']","fill nocolor B2",15,"fill",22,"[(62, 100), (97, 77), (90, 65), (91, 86), (86, 82), (65, 64), (69, 65), (88, 47), (75, 81), (92, 75), (75, 63), (78, 48), (48, 46), (96, 62), (87, 45), (93, 59), (59, 29), (89, 28), (66, 27), (84, 9), (76, 10), (85, 11)]",1
64140,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'green', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'green', 'white', 'red', 'white', 'white', 'green', 'green', 'red', 'white', 'blue', 'red', 'green', 'blue', 'blue', 'red', 'blue', 'blue', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'green', 'red', 'green', 'blue', 'blue', 'blue']","clear nocolor C1",6,"clear",7,"[(66, 72), (89, 54), (85, 77), (103, 59), (84, 81), (102, 60), (104, 51)]",1
64140,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'green', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'green', 'white', 'red', 'white', 'white', 'green', 'green', 'red', 'white', 'blue', 'red', 'green', 'blue', 'blue', 'red', 'blue', 'blue', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'green', 'red', 'green', 'blue', 'blue', 'blue']","cover red all",6,"cover",29,"[(91, 74), (90, 56), (75, 58), (99, 60), (60, 44), (78, 26), (26, 78), (66, 40), (104, 67), (89, 66), (107, 51), (78, 22), (22, 78), (51, 79), (79, 51), (78, 22), (22, 78), (83, 79), (66, 70), (44, 52), (52, 44), (70, 60), (56, 83), (51, 61), (60, 51), (74, 77), (61, 70), (92, 75), (40, 57)]",1
64140,"['white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'white', 'red', 'white', 'white', 'white', 'green', 'white', 'white', 'red', 'white', 'white', 'white', 'white', 'white', 'green', 'red', 'white', 'green', 'white', 'red', 'white', 'white', 'green', 'green', 'red', 'white', 'blue', 'red', 'green', 'blue', 'blue', 'red', 'blue', 'blue', 'blue', 'red', 'blue', 'green', 'green', 'white', 'red', 'green', 'red', 'green', 'blue', 'blue', 'blue']","move blue C",8,"move",15,"[(90, 48), (91, 77), (97, 71), (92, 58), (77, 67), (75, 60), (95, 70), (93, 49), (58, 95), 'pass', (76, 93), (62, 76), (76, 75), (80, 77), (94, 86)]",1
